
../Instances/KP/kp10.txt	SA | ILS | VNS | BRKGA | BRKGA-CS | PSO | GA | LNS | GRASP | 	5	-31.000000	-31.000000	-31.000000	-31.000000	-31.000000	-31.000000	-31.000000	0.002	2.000
../Instances/KP/kp50.txt	SA | ILS | VNS | BRKGA | BRKGA-CS | PSO | GA | LNS | GRASP | 	5	-149.000000	-149.000000	-149.000000	-149.000000	-149.000000	-149.000000	-149.000000	0.222	5.001
..\Instances\bath.txt	GA | GA | GA | GA | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	4.127	30.024
..\Instances\bath.txt	SA | SA | SA | SA | 	10	53.000000	53.000000	51.000000	51.000000	51.000000	51.000000	51.000000	51.000000	51.000000	51.000000	51.000000	51.400000	11.920	30.020
..\Instances\bath.txt	PSO | PSO | PSO | PSO | 	10	51.000000	51.000000	50.000000	50.000000	51.000000	50.000000	50.000000	51.000000	52.000000	53.000000	50.000000	50.900000	8.866	30.015
..\Instances\brighton.txt	PSO | PSO | PSO | PSO | 	10	35.000000	34.000000	36.000000	36.000000	34.000000	36.000000	38.000000	37.000000	37.000000	36.000000	34.000000	35.900000	10.765	30.015
..\Instances\bath.txt	GA | GA | GA | GA | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	3.807	30.029
..\Instances\bath.txt	GA | GA | GA | GA | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	1.563	30.033
..\Instances\bath.txt	GA | GA | GA | GA | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	2.965	30.025
..\Instances\bath.txt	PSO | PSO | PSO | PSO | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	1.469	30.023
..\Instances\bath.txt	SA | SA | SA | SA | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	1.196	30.041
..\Instances\bath.txt	SA | SA | SA | SA | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	1.030	30.026
..\Instances\brighton.txt	SA | SA | SA | SA | 	10	33.000000	33.000000	32.000000	32.000000	33.000000	33.000000	33.000000	33.000000	33.000000	32.000000	32.000000	32.700000	7.703	30.036
..\Instances\brighton.txt	PSO | PSO | PSO | PSO | 	10	32.000000	33.000000	33.000000	33.000000	32.000000	32.000000	32.000000	32.000000	32.000000	32.000000	32.000000	32.300000	9.272	30.025
..\Instances\brighton.txt	GA | GA | GA | GA | 	10	32.000000	32.000000	32.000000	32.000000	33.000000	32.000000	32.000000	33.000000	32.000000	32.000000	32.000000	32.200000	6.768	30.014
..\Instances\bath.txt	GA | GA | GA | GA | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	1.895	30.022
