
../Instances/KP/kp10.txt	SA | ILS | VNS | BRKGA | BRKGA-CS | PSO | GA | LNS | GRASP | 	5	-31.000000	-31.000000	-31.000000	-31.000000	-31.000000	-31.000000	-31.000000	0.002	2.000
../Instances/KP/kp50.txt	SA | ILS | VNS | BRKGA | BRKGA-CS | PSO | GA | LNS | GRASP | 	5	-149.000000	-149.000000	-149.000000	-149.000000	-149.000000	-149.000000	-149.000000	0.222	5.001
..\Instances\bath.txt	PSO | PSO | PSO | PSO | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	1.316	30.018
..\Instances\bath.txt	PSO | PSO | PSO | PSO | 	10	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	50.000000	1.564	30.016
..\Instances\bath.txt	PSO | PSO | PSO | PSO | 	10	195.000000	198.000000	194.000000	202.000000	187.000000	199.000000	201.000000	191.000000	199.000000	192.000000	187.000000	195.800000	29.111	30.167
..\Instances\bath.txt	GA | GA | GA | GA | 	10	192.000000	198.000000	199.000000	187.000000	191.000000	200.000000	204.000000	188.000000	191.000000	191.000000	187.000000	194.100000	27.917	30.119
..\Instances\bath.txt	GA | GA | GA | GA | 	10	53.000000	53.000000	52.000000	52.000000	52.000000	54.000000	55.000000	53.000000	54.000000	53.000000	52.000000	53.100000	26.570	30.231
..\Instances\bath.txt	PSO | PSO | PSO | PSO | 	10	55.000000	54.000000	56.000000	51.000000	52.000000	56.000000	51.000000	52.000000	54.000000	53.000000	51.000000	53.400000	23.041	30.109
..\Instances\bath.txt	SA | SA | SA | SA | 	10	54.000000	55.000000	55.000000	53.000000	55.000000	58.000000	52.000000	54.000000	55.000000	52.000000	52.000000	54.300000	20.958	30.141
..\Instances\bath.txt	SA | SA | SA | SA | 	10	59.000000	67.000000	60.000000	59.000000	61.000000	63.000000	59.000000	60.000000	62.000000	67.000000	59.000000	61.700000	25.164	32.638
..\Instances\bath.txt	SA | SA | SA | SA | 	10	65.000000	58.000000	57.000000	60.000000	62.000000	59.000000	61.000000	58.000000	57.000000	58.000000	57.000000	59.500000	29.336	35.149
..\Instances\bath.txt	SA | SA | SA | SA | 	10	62.000000	61.000000	65.000000	64.000000	62.000000	60.000000	61.000000	60.000000	57.000000	60.000000	57.000000	61.200000	24.642	33.479
..\Instances\bath.txt	PSO | PSO | PSO | PSO | 	10	55.000000	58.000000	58.000000	58.000000	62.000000	57.000000	56.000000	58.000000	63.000000	57.000000	55.000000	58.200000	26.581	31.961
..\Instances\bath.txt	GA | GA | GA | GA | 	10	60.000000	64.000000	59.000000	60.000000	59.000000	58.000000	58.000000	59.000000	58.000000	58.000000	58.000000	59.300000	25.521	31.047
..\Instances\bath.txt	GA | GA | GA | GA | PSO | PSO | PSO | PSO | SA | SA | SA | SA | 	10	52.000000	53.000000	54.000000	55.000000	54.000000	54.000000	53.000000	53.000000	53.000000	55.000000	52.000000	53.600000	19.046	30.119
..\Instances\bath.txt	SA | SA | SA | SA | 	10	51.000000	53.000000	56.000000	56.000000	57.000000	54.000000	57.000000	53.000000	55.000000	53.000000	51.000000	54.500000	17.425	30.191
..\Instances\bath.txt	PSO | PSO | PSO | PSO | 	10	54.000000	53.000000	56.000000	53.000000	53.000000	54.000000	53.000000	56.000000	53.000000	59.000000	53.000000	54.400000	21.111	30.128
..\Instances\brighton.txt	GA | GA | GA | GA | 	10	35.000000	37.000000	37.000000	36.000000	36.000000	36.000000	39.000000	36.000000	38.000000	38.000000	35.000000	36.800000	20.317	30.093
..\Instances\brighton.txt	SA | SA | SA | SA | 	10	37.000000	36.000000	34.000000	39.000000	38.000000	38.000000	37.000000	38.000000	36.000000	37.000000	34.000000	37.000000	16.699	30.139
..\Instances\brighton.txt	PSO | PSO | PSO | PSO | 	10	39.000000	37.000000	38.000000	36.000000	38.000000	35.000000	37.000000	35.000000	36.000000	38.000000	35.000000	36.900000	17.132	30.140
..\Instances\cardiff.txt	GA | GA | GA | GA | 	10	59.000000	60.000000	65.000000	61.000000	63.000000	59.000000	61.000000	60.000000	58.000000	59.000000	58.000000	60.500000	24.954	30.215
..\Instances\cardiff.txt	SA | SA | SA | SA | 	10	58.000000	61.000000	61.000000	62.000000	60.000000	59.000000	64.000000	61.000000	62.000000	65.000000	58.000000	61.300000	24.183	30.365
..\Instances\cardiff.txt	PSO | PSO | PSO | PSO | 	10	57.000000	61.000000	57.000000	59.000000	55.000000	60.000000	61.000000	59.000000	57.000000	63.000000	55.000000	58.900000	25.549	30.254
..\Instances\coventry.txt	GA | GA | GA | GA | 	10	53.000000	53.000000	49.000000	53.000000	56.000000	57.000000	54.000000	54.000000	52.000000	51.000000	49.000000	53.200000	24.996	30.148
..\Instances\coventry.txt	SA | SA | SA | SA | 	10	52.000000	51.000000	52.000000	55.000000	51.000000	50.000000	53.000000	51.000000	49.000000	50.000000	49.000000	51.400000	21.393	30.145
..\Instances\coventry.txt	PSO | PSO | PSO | PSO | 	10	54.000000	51.000000	53.000000	52.000000	56.000000	54.000000	48.000000	51.000000	52.000000	51.000000	48.000000	52.200000	24.359	30.231
..\Instances\exeter.txt	GA | GA | GA | GA | 	10	52.000000	57.000000	55.000000	52.000000	56.000000	55.000000	51.000000	52.000000	52.000000	57.000000	51.000000	53.900000	24.978	30.257
..\Instances\exeter.txt	SA | SA | SA | SA | 	10	54.000000	51.000000	55.000000	50.000000	55.000000	52.000000	57.000000	55.000000	55.000000	54.000000	50.000000	53.800000	23.183	30.259
..\Instances\exeter.txt	PSO | PSO | PSO | PSO | 	10	53.000000	49.000000	52.000000	51.000000	54.000000	55.000000	53.000000	50.000000	54.000000	56.000000	49.000000	52.700000	23.860	30.235
..\Instances\leeds.txt	GA | GA | GA | GA | 	10	58.000000	60.000000	61.000000	60.000000	62.000000	55.000000	58.000000	57.000000	53.000000	57.000000	53.000000	58.100000	25.065	30.684
..\Instances\leeds.txt	SA | SA | SA | SA | 	10	56.000000	58.000000	58.000000	55.000000	56.000000	53.000000	60.000000	61.000000	58.000000	58.000000	53.000000	57.300000	26.969	30.663
..\Instances\leeds.txt	PSO | PSO | PSO | PSO | 	10	59.000000	56.000000	54.000000	58.000000	63.000000	57.000000	55.000000	61.000000	57.000000	56.000000	54.000000	57.600000	24.379	30.537
..\Instances\plymouth.txt	GA | GA | GA | GA | 	10	38.000000	37.000000	37.000000	38.000000	36.000000	37.000000	36.000000	37.000000	37.000000	37.000000	36.000000	37.000000	23.835	30.198
..\Instances\plymouth.txt	SA | SA | SA | SA | 	10	36.000000	36.000000	40.000000	38.000000	39.000000	39.000000	38.000000	37.000000	40.000000	38.000000	36.000000	38.100000	18.302	30.296
..\Instances\plymouth.txt	PSO | PSO | PSO | PSO | 	10	35.000000	38.000000	38.000000	37.000000	36.000000	37.000000	40.000000	37.000000	39.000000	38.000000	35.000000	37.500000	21.347	30.171
..\Instances\southampton.txt	GA | GA | GA | GA | 	10	32.000000	31.000000	30.000000	30.000000	30.000000	32.000000	30.000000	32.000000	31.000000	31.000000	30.000000	30.900000	26.497	30.141
..\Instances\southampton.txt	SA | SA | SA | SA | 	10	31.000000	31.000000	31.000000	35.000000	33.000000	32.000000	34.000000	35.000000	33.000000	31.000000	31.000000	32.600000	16.175	30.178
..\Instances\southampton.txt	PSO | PSO | PSO | PSO | 	10	34.000000	31.000000	33.000000	34.000000	33.000000	33.000000	34.000000	34.000000	33.000000	32.000000	31.000000	33.100000	13.490	30.079
..\Instances\sunderland.txt	GA | GA | GA | GA | 	10	49.000000	47.000000	47.000000	47.000000	49.000000	50.000000	48.000000	46.000000	44.000000	46.000000	44.000000	47.300000	22.003	30.328
..\Instances\sunderland.txt	SA | SA | SA | SA | 	10	47.000000	58.000000	49.000000	45.000000	51.000000	46.000000	47.000000	49.000000	46.000000	48.000000	45.000000	48.600000	25.550	30.310
..\Instances\sunderland.txt	PSO | PSO | PSO | PSO | 	10	48.000000	46.000000	46.000000	47.000000	46.000000	48.000000	49.000000	50.000000	48.000000	46.000000	46.000000	47.400000	23.227	30.267
..\Instances\york.txt	GA | GA | GA | GA | 	10	47.000000	45.000000	50.000000	48.000000	48.000000	48.000000	52.000000	48.000000	52.000000	49.000000	45.000000	48.700000	19.613	30.242
..\Instances\york.txt	SA | SA | SA | SA | 	10	48.000000	49.000000	45.000000	48.000000	50.000000	47.000000	49.000000	50.000000	51.000000	48.000000	45.000000	48.500000	20.842	30.269
..\Instances\york.txt	PSO | PSO | PSO | PSO | 	10	48.000000	45.000000	46.000000	50.000000	49.000000	47.000000	49.000000	50.000000	50.000000	47.000000	45.000000	48.100000	22.453	30.167
